,Nom,Né le,Département de naissance,Département de mort
3351,André Lebon,26 août 1858,Seine-Inférieure,Paris
3352,Roger Ribadeau Dumas,15 juillet 1910,Inconnu,Inconnu
3353,Albert Gau,10 juillet 1910,Aude,Aude
3354,Jean Durroux,6 juillet 1910,Ariège,Haute-Garonne
3355,Jean Degraeve,26 juin 1910,Marne,Marne
3356,Jacques Chabrat,25 juin 1910,Gironde,Gironde
3357,Roger Léger,24 juin 1910,Seine-Inférieure,Seine-Maritime
3358,"Louis, Eugène, Armand Guiguen",23 juin 1910,Morbihan,Morbihan
3359,François Gabas,20 juin 1910,Basses-Pyrénées,Haute-Garonne
3360,Maurice Schnebelen,17 juin 1910,Moselle,Moselle
3361,Jean Lolive,6 juin 1910,Inconnu,Inconnu
3362,Louis Van Haecke,1er juin 1910,Orne,Lieu
3363,Yves Fagon,30 mai 1910,Finistère,Paris
3364,"Marius, Antoine Bretin",18 mai 1910,Ain,Inconnu
3365,Antoine Gayraud,18 mai 1910,Aude,Aude
3366,Jean Mazel,10 mai 1910,Inconnu,Inconnu
3367,Ali Saadi,10 mai 1910,Inconnu,Inconnu
3368,Augustin Beauverger,9 mai 1910,Côtes,Inconnu
3369,Pierre Augier,6 mai 1910,Basses-Alpes,Vaucluse
3370,"Francis, Marcel Caillet",5 mai 1910,Allier,Inconnu
3371,"Gilbert, Joseph Zaksas",4 mai 1910,Paris,Inconnu
3372,Pierre Arraut,29 avril 1910,Seine,Hérault
3373,Gilles Gozard,24 avril 1910,Allier,Paris
3374,Léon Delemontex,23 avril 1910,Savoie,Savoie
3375,Nafissa Sid Cara,18 avril 1910,Paris,Inconnu
3376,"Armand, Quentin, Alphonse, Marie, Joseph de Baudry d'Asson",17 avril 1910,Paris,Inconnu
3377,René Walter,16 avril 1910,Aube,Yonne
3378,Julie Darras,13 avril 1910,Inconnu,Inconnu
3379,"Jean, Marie, Michel Cayeux",7 avril 1910,Somme,Paris
3380,Barthélémy Boganda,4 avril 1910,Inconnu,Inconnu
3381,Roger Pinoteau,2 avril 1910,Indre,Paris
3382,Bertrand Flornoy,27 mars 1910,Seine,Paris
3383,André Garnier,25 mars 1910,Vosges,Vosges
3384,Philippe Marçais,16 mars 1910,Paris,Inconnu
3385,Amar Ouzegane,7 mars 1910,Inconnu,Inconnu
3386,"Yves, Henri, Jean Helleu",6 mars 1910,Seine,Nièvre
3387,Maurice Chevance-Bertin,6 mars 1910,Oise,Paris
3388,Camille Titeux,5 mars 1910,Ardennes,Ardennes
3389,Bernard Lepeu,1er mars 1910,Seine,Paris
3390,"Albert, Charles, Louis Bignon",28 février 1910,Morbihan,Charente-Maritime
3391,"Robert, Albert, Gaston Buron",27 février 1910,Seine,Paris
3392,Ahcène Ioualalen,18 février 1910,Tarn,Inconnu
3393,Marcel Mérigonde,18 février 1910,Seine,Inconnu
3394,Albert Liogier,17 février 1910,Haute-Loire,Ardèche
3395,Robert Wetzel,12 février 1910,Seine,Inconnu
3396,Michel Hoguet,11 février 1910,Somme,Inconnu
3397,"Jules, Georges Duquesne",6 février 1910,Nord,Nord
3398,Isidore Renouard,2 février 1910,Inconnu,Inconnu
3399,"André, Gabriel, Marie Colin",19 janvier 1910,Finistère,Finistère
3400,"Robert, Jules, Ernest Morillon",13 janvier 1910,Marne,Marne
3401,Francis Vals,9 janvier 1910,Aude,Inconnu
3402,René Kuehn,8 janvier 1910,Haut-Rhin,Haut-Rhin
3403,René Sanson,2 janvier 1910,Seine,Paris
3404,Pierre Souquès,2 janvier 1910,Seine,Paris
3405,"Pierre, Laurent Pérus",1er janvier 1910,Hautes-Pyrénées,Hautes-Pyrénées
3406,Emile Didier,30 décembre 1909,Hautes-Alpes,Hautes-Alpes
3407,Henri Lacagne,27 décembre 1909,Inconnu,Inconnu
3408,Roger Gervolino,17 décembre 1909,Nouvelle-Calédonie,Nouvelle-Calédonie
3409,"Eugène, Serge Authier",16 décembre 1909,Doubs,Eure
3410,André Jarrot,13 décembre 1909,Inconnu,Inconnu
3411,Gaston Julian,11 décembre 1909,Isère,Lieu
3412,Paul Picard,10 décembre 1909,Isère,Isère
3413,Frédéric Gabriel-Sabatier,6 décembre 1909,Calvados,Paris
3414,"Bernard, Albert Paumier",2 décembre 1909,Cher,Inconnu
3415,Jean Grimaud,1er décembre 1909,Morbihan,Morbihan
3416,"Max, Marie, Bernard Brusset",25 novembre 1909,Vosges,Paris
3417,Raoul Jarry,23 novembre 1909,Dordogne,Inconnu
3418,André Huraux,6 novembre 1909,Seine,Paris
3419,Georges Thomas,6 novembre 1909,Moselle,Moselle
3420,"Charles, Francisque Germain",4 novembre 1909,Rhône,Inconnu
3421,"Gilbert, Pierre, Charles, Emmanuel Pineton de Chambrun",2 novembre 1909,Seine,Lozère
3422,"Roland, François, Roger de Moustier",30 octobre 1909,Seine,Inconnu
3423,Victor Michaut,28 octobre 1909,Seine,Inconnu
3424,Robert Levol,26 octobre 1909,Marne,Essonne
3425,Claudius Mounier,25 octobre 1909,Loire,Rhône
3426,"Pierre, Charles, Alexandre Mailhé",22 octobre 1909,Hautes-Pyrénées,Haute-Garonne
3427,Georges Brousse,15 octobre 1909,Haute-Garonne,Inconnu
3428,Tanguy Prigent Dit Tanguy-Prigent François,11 octobre 1909,Finistère,Finistère
3429,Fernand Bouxom,9 octobre 1909,Nord,Inconnu
3430,"Henri, Jean-Baptiste Fiévez",9 octobre 1909,Nord,Nord
3431,Arthur Giovoni,6 octobre 1909,Paris,Inconnu
3432,"Jean, Lucien, Victor Michard-Pellissier",3 octobre 1909,Hautes-Alpes,Paris
3433,"Jean, Victor Sauvage",3 octobre 1909,Inconnu,Inconnu
3434,Eugénie Duvernois,21 septembre 1909,Alpes-Maritimes,Haute-Garonne
3435,Chérif Hadj Saïd,18 septembre 1909,Inconnu,Inconnu
3436,Adrien Laplace,18 septembre 1909,Inconnu,Inconnu
3437,Edouard Ramonet,14 septembre 1909,Pyrénées-Orientales,Paris
3438,Charles Colonna d'Anfriani,13 septembre 1909,Haute-Corse,Alpes-Maritimes
3439,Odette Launay,10 septembre 1909,Inconnu,Inconnu
3440,William Jacson,5 septembre 1909,Meurthe,Paris
3441,Charles Lahousse,4 septembre 1909,Nord,Gironde
3442,Jean-Michel Flandin,31 août 1909,Calvados,Inconnu
3443,Robert Schmidt,23 août 1909,Haute-Vienne,Haute-Vienne
3444,Joseph Peyret-Forcade,18 août 1909,La,Paris
3445,"Pierre, Auguste Montredon",16 août 1909,Aveyron,Isère
3446,Joseph Charvet,16 août 1909,Inconnu,Inconnu
3447,"André, Maurice Dufour",13 août 1909,Seine,Isère
3448,Pierre Portolano,11 août 1909,Marne,Inconnu
3449,Henri Ginoux,9 août 1909,Seine,Inconnu
3450,"François, Charles, Joseph Valentin dit François-Valentin",8 août 1909,Meurthe,Inconnu
3451,Albert Briand,5 août 1909,Inconnu,Inconnu
3452,"Pierre, Marie, Henri Grandcolas",4 août 1909,Meurthe,Ardèche
3453,Hubert Lefèvre-Pontalis,2 août 1909,Seine,Paris
3454,Bernard Cornut-Gentille,26 juillet 1909,Finistère,Paris
3455,Jacques Grondeau,24 juillet 1909,Gironde,Gironde
3456,Robert Barrière,23 juillet 1909,Gironde,Gironde
3457,Georges Guille,20 juillet 1909,Aude,Haute-Garonne
3458,Félix Garcia,14 juillet 1909,Pyrénées-Atlantiques,Inconnu
3459,Jean Errécart,12 juillet 1909,Basses-Pyrénées,Paris
3460,Alice Sportisse Gomez-Nadal,9 juillet 1909,Lot,Inconnu
3461,"Pierre, Marie, Joseph, Henry de Léotard",6 juillet 1909,Gironde,Jura
3462,Joseph Legrand,2 juillet 1909,Inconnu,Inconnu
3463,"Daniel, Ouezzin Coulibaly",1er juillet 1909,Paris,Inconnu
3464,Adrien Scheider,20 juin 1909,Loire,Inconnu
3465,"Pierre, Gabriel, Adhéaume de Chevigné",16 juin 1909,Var,Var
3466,Jeanne Léveillé,15 juin 1909,Lieu,Inconnu
3467,Roger Prat,13 juin 1909,Finistère,Yvelines
3468,René Charpentier,9 juin 1909,Seine,Paris
3469,Hélène Solomon-Langevin,25 mai 1909,Yonne,Inconnu
3470,"Pierre, Louis, Ernest, Armand Abelin",16 mai 1909,Vienne,Vienne
3471,Henri Yrissou,15 mai 1909,Gard,Paris
3472,Pierre Maillaud dit Bourdan,13 mai 1909,Pyrénées-Orientales,Var
3473,Robert Bisson,10 mai 1909,Seine,Lieu
3474,"Maurice, Charles Brugnon",7 mai 1909,Aisne,Aisne
3475,Raymond Offroy,3 mai 1909,Seine,Alpes-Maritimes
3476,Paul Tondut,2 mai 1909,Gard,Gard
3477,Alexandre Caspary,2 mai 1909,Inconnu,Inconnu
3478,"Louis, André, Jules, Henri Bour",1er mai 1909,Seine,Paris
3479,Daniel Mayer,29 avril 1909,Seine,Essonne
3480,Lucien Nicolas,28 avril 1909,Vosges,Vosges
3481,"Gerty, Marie, Bernadette Archimède",26 avril 1909,Guadeloupe,Guadeloupe
3482,Jean Orabona,18 avril 1909,Haute-Corse,Haute-Corse
3483,"Clément, Jean, Pascal Taillade",11 avril 1909,Tarn,Tarn
3484,Guy Desson,7 avril 1909,Ardennes,Inconnu
3485,Pierre Lepage,5 avril 1909,Inconnu,Inconnu
3486,Albert Privat,5 avril 1909,Aveyron,Inconnu
3487,Jean Capelle,16 mars 1909,Dordogne,Gironde
3488,Pierre Mariotte,12 mars 1909,Doubs,Inconnu
3489,"Henri, Vincent, Théodore Lespès",7 mars 1909,Landes,Pyrénées-Atlantiques
3490,Pierre de Montesquiou,1er mars 1909,Seine,Inconnu
3491,Jean Vinatier,23 février 1909,Corrèze,Corrèze
3492,"Jean-Charles, Emile Martine",21 février 1909,Seine-Inférieure,Paris
3493,"Max, Marius, Achille Lejeune",19 février 1909,Somme,Somme
3494,Haoues Bey Lagoun,17 février 1909,Essonne,Inconnu
3495,Léonce Clérambeaux,15 février 1909,Seine-Inférieure,Nord
3496,Albert Trébosc,13 février 1909,Aveyron,Aveyron
3497,Pierre Ziller,9 février 1909,Bas-Rhin,Alpes-Maritimes
3498,Jean Bichat,4 février 1909,Meurthe,Inconnu
3499,Pierre Chevallier,30 janvier 1909,Loiret,Loiret
3500,Abderrahmane Ben El Hadj Bouthiba,28 janvier 1909,Inconnu,Inconnu
3501,Fernand Ortlieb,14 janvier 1909,Haut-Rhin,Haut-Rhin
3502,André Quénard,7 janvier 1909,Sarthe,Inconnu
3503,Mahasumpo Raveloson,1er janvier 1909,Inconnu,Inconnu
3504,"Jean, Roger Hubert",30 décembre 1908,Pyrénées-Atlantiques,Inconnu
3505,Gérard Yvon,30 décembre 1908,Inconnu,Inconnu
3506,André Vidal,18 décembre 1908,Paris,Inconnu
3507,Marcel Rosenblatt,17 décembre 1908,Haut-Rhin,Bas-Rhin
3508,René Couturaud,12 décembre 1908,Haute-Savoie,Inconnu
3509,"Joséphine, Hélène dite José Dupuis",6 décembre 1908,Seine,Ardèche
3510,"Pierre, François, Marie Sérandour",3 décembre 1908,Côtes,Paris
3511,Germaine François,11 novembre 1908,Seine-Inférieure,Paris
3512,Louis Terrenoire,10 novembre 1908,Paris,Inconnu
3513,Jean Febvay,10 novembre 1908,Inconnu,Inconnu
3514,René Peltre,5 novembre 1908,Moselle,Moselle
3515,"Alexandre, Marius Chazeaux",1er novembre 1908,Inconnu,Inconnu
3516,Jean Grousseaud,30 octobre 1908,Seine-Inférieure,Paris
3517,Henri Karcher,26 octobre 1908,Vosges,Moselle
3518,Henri Karcher,26 octobre 1908,Bas-Rhin,Bas-Rhin
3519,Henri Karcher,20 décembre 1748,Vosges,Moselle
3520,Henri Karcher,20 décembre 1748,Bas-Rhin,Bas-Rhin
3521,Pascal Copeau,23 octobre 1908,Seine,Haute-Saône
3522,"Alfred, Gaston, Léopold Biscarlet",16 octobre 1908,Hérault,Inconnu
3523,"Hippolyte, Charles Ramel",15 octobre 1908,Moselle,Moselle
3524,Antoine Mazier,11 octobre 1908,Cantal,Paris
3525,Victor Priou,1er octobre 1908,Mayenne,Mayenne
3526,Jean Lafon,27 septembre 1908,Charente,Charente
3527,"Jean, Gaston Charon dit Nocher",27 septembre 1908,Vienne,Yvelines
3528,Georges Ritter,23 septembre 1908,Bas-Rhin,Bas-Rhin
3529,"Eustache, Mathieu Cuicci",20 septembre 1908,Loire-Atlantique,Inconnu
