,Nom,Né le,Département de naissance,Département de mort,nombre de mandat,age en année,premier dpt,élection locale
255,Jean-Paul Tuaiva,30 octobre 1972,,,,,,False
256,Cédric Roussel,10 octobre 1972,,,,,,False
257,Hélène Zannier,19 septembre 1972,,,,,,False
258,Christian Assaf,1er septembre 1972,,,,,,False
259,Jérôme Nury,25 août 1972,,,,,,False
260,Rémi Chaintron,25 août 1972,,,,,,False
261,Erwann Binet,30 juillet 1972,,,,,,False
262,Nicolas Turquois,26 juillet 1972,,,,,,False
263,Nicolas Démoulin,22 juillet 1972,,,,,,False
264,Sébastien Nadot,8 juillet 1972,,,,,,False
265,Nicole Sanquer,16 juin 1972,,,,,,False
266,Pierre Cordier,27 mai 1972,,,,,,False
267,Vincent Thiébaut,23 mai 1972,,,,,,False
268,Philippe Chassaing,18 mai 1972,,,,,,False
269,Sereine Mauborgne,3 mai 1972,,,,,,False
270,Barbara Bessot Ballot,13 avril 1972,,,,,,False
271,Pouria Amirshahi,27 mars 1972,,,,,,False
272,Olivier Falorni,27 mars 1972,,,,,,False
273,Laurence Trastour-Isnart,6 mars 1972,,,,,,False
274,Régis Juanico,5 février 1972,,,,,,False
275,Jérôme Guedj,23 janvier 1972,,,,,,False
276,David Vergé,10 janvier 1972,,,,,,False
277,Emeric Bréhier,26 décembre 1971,,,,,,False
278,Sébastien Jumel,20 décembre 1971,,,,,,False
279,Valérie Rosso-Debord,29 novembre 1971,,,,,,False
280,Maud Petit,15 novembre 1971,,,,,,False
281,Émilie Cariou,14 octobre 1971,,,,,,False
282,Carole Delga,19 août 1971,,,,,,False
283,Thierry Solère,17 août 1971,,,,,,False
284,Samantha Cazebonne,10 août 1971,,,,,,False
285,Fabienne Colboc,9 août 1971,,,,,,False
286,Patrick Mignola,8 août 1971,,,,,,False
287,Sophie Errante,22 juillet 1971,,,,,,False
288,Albane Gaillot,7 juillet 1971,,,,,,False
289,Emmanuelle Ajon,16 juin 1971,,,,,,False
290,Luc Carvounas,8 juin 1971,,,,,,False
291,Alain Perea,5 juin 1971,,,,,,False
292,Bénédicte Pételle,4 juin 1971,,,,,,False
293,Brahim Hammouche,17 mai 1971,,,,,,False
294,Manuéla Kéclard-Mondésir,6 mai 1971,,,,,,False
295,Lionel Causse,6 mai 1971,,,,,,False
296,Arnaud Richard,30 avril 1971,,,,,,False
297,Erwan Balanant,21 février 1971,,,,,,False
298,Paul Christophe,10 février 1971,,,,,,False
299,Olivier Marleix,6 février 1971,,,,,,False
300,Christophe Léonard,31 janvier 1971,,,,,,False
301,Thomas Rudigoz,11 janvier 1971,,,,,,False
302,Marc Fesneau,11 janvier 1971,,,,,,False
303,Pascale Boistard,4 janvier 1971,,,,,,False
304,Séverine Gipson,13 décembre 1970,,,,,,False
305,Anne Grommerch,11 décembre 1970,,,,,,False
306,Yaël Braun-Pivet,7 décembre 1970,,,,,,False
307,Edouard Philippe,28 novembre 1970,,,,,,False
308,Anne Brugnera,28 novembre 1970,,,,,,False
309,Hervé Saulignac,6 novembre 1970,,,,,,False
310,Jean-François Cesarini,30 septembre 1970,,,,,,False
311,Sabine Buis,15 septembre 1970,,,,,,False
312,Didier Baichère,20 août 1970,,,,,,False
313,Éric Pauget,18 août 1970,,,,,,False
314,Eva Sas,13 août 1970,,,,,,False
315,Élise Fajgeles,6 juillet 1970,,,,,,False
316,Ségolène Neuville,21 juin 1970,,,,,,False
317,Laurent Garcia,31 mai 1970,,,,,,False
318,Bertrand Bouyx,26 mai 1970,,,,,,False
319,Laurence Arribagé,25 mai 1970,,,,,,False
320,Sergio Coronado,13 mai 1970,,,,,,False
321,Yannick Kerlogot,12 mai 1970,,,,,,False
322,Laurence Vanceunebrock-Mialon,6 mai 1970,,,,,,False
323,Sébastien Leclerc,28 mars 1970,,,,,,False
324,Hélène Geoffroy,4 mars 1970,,,,,,False
325,Anne-Lise Dufour-Tonini,2 mars 1970,,,,,,False
326,Christophe Cavard,19 février 1970,,,,,,False
327,Anne-Laurence Petel,8 février 1970,,,,,,False
328,Vincent Rolland,1er février 1970,,,,,,False
329,Xavier Roseren,12 janvier 1970,,,,,,False
330,Delphine Bagarry,9 janvier 1970,,,,,,False
331,Jean-Noël Carpentier,9 décembre 1969,,,,,,False
332,Jean-Luc Fugit,27 novembre 1969,,,,,,False
333,Benoist Apparu,24 novembre 1969,,,,,,False
334,Isabelle Attard,14 novembre 1969,,,,,,False
335,Olivier Ferrand,8 novembre 1969,,,,,,False
336,Véronique Riotton,2 novembre 1969,,,,,,False
337,Valérie Bazin-Malgras,31 octobre 1969,,,,,,False
338,Sébastien Huyghe,25 octobre 1969,,,,,,False
339,Jean-Pierre Vigier,22 octobre 1969,,,,,,False
340,Moetai Brotherson,22 octobre 1969,,,,,,False
341,Martial Saddier,15 octobre 1969,,,,,,False
342,Stéphane Viry,14 octobre 1969,,,,,,False
343,Stéphane Travert,12 octobre 1969,,,,,,False
344,Louis Aliot,4 septembre 1969,,,,,,False
345,Fabrice Le Vigoureux,27 août 1969,,,,,,False
346,Loïc Prud'Homme,19 août 1969,,,,,,False
347,Valérie Gomez-Bassac,16 juillet 1969,,,,,,False
348,Belkhir Belhaddad,9 juillet 1969,,,,,,False
349,Jean-Louis Thiériot,26 juin 1969,,,,,,False
350,Frédéric Roig,18 mai 1969,,,,,,False
351,Cécile Helle,8 mai 1969,,,,,,False
352,Fabien Roussel,16 avril 1969,,,,,,False
353,Bruno Le Maire,15 avril 1969,,,,,,False
354,Mustapha Laabid,29 mars 1969,,,,,,False
355,Nathalie Nieson,26 mars 1969,,,,,,False
356,Stéphane Mazars,25 mars 1969,,,,,,False
357,Christophe Lejeune,22 mars 1969,,,,,,False
358,Philippe Michel-Kleisbauer,6 mars 1969,,,,,,False
359,Christophe Bouillon,4 mars 1969,,,,,,False
360,David Douillet,17 février 1969,,,,,,False
361,Fabrice Verdier,16 décembre 1968,,,,,,False
362,Sophie Panonacle,16 décembre 1968,,,,,,False
363,Frédéric Cuvillier,9 décembre 1968,,,,,,False
364,Agnès Firmin le Bodo,20 novembre 1968,,,,,,False
365,Véronique Hammerer,4 novembre 1968,,,,,,False
366,Raphaël Gérard,17 octobre 1968,,,,,,False
367,"Laurent, Emile, Michel Hénart",15 octobre 1968,,,,,,False
368,Romain Joron,13 septembre 1968,,,,,,False
369,Olivier Faure,18 août 1968,,,,,,False
370,Alexis Corbière,17 août 1968,,,,,,False
371,Emmanuelle Ménard,15 août 1968,,,,,,False
372,Isabelle Rauch,10 août 1968,,,,,,False
373,Sandrine Hurel,7 août 1968,,,,,,False
374,Marine Le Pen,5 août 1968,,,,,,False
375,Dominique Da Silva,30 juin 1968,,,,,,False
376,Nicolas Sansu,17 juin 1968,,,,,,False
377,Philippe Le Ray,16 juin 1968,,,,,,False
378,Emmanuel Maquet,2 juin 1968,,,,,,False
379,Gilles d'Ettore,23 mai 1968,,,,,,False
380,Stéphane Testé,10 mai 1968,,,,,,False
381,Sylvain Berrios,6 mai 1968,,,,,,False
382,Lilian Zanchi,21 avril 1968,,,,,,False
383,Fabrice Brun,2 avril 1968,,,,,,False
384,Richard Ramos,23 mars 1968,,,,,,False
385,Chaynesse Khirouni,17 mars 1968,,,,,,False
386,Jean-Michel Jacques,29 février 1968,,,,,,False
387,Philippe Huppé,12 février 1968,,,,,,False
388,Nathalie Bassire,22 janvier 1968,,,,,,False
389,Valérie Thomas,21 janvier 1968,,,,,,False
390,Philippe Dunoyer,11 janvier 1968,,,,,,False
391,Daniel Gibbes,8 janvier 1968,,,,,,False
392,Sylvain Waserman,8 décembre 1967,,,,,,False
393,Isabelle Muller-Quoy,8 novembre 1967,,,,,,False
394,Annie Chapelier,7 novembre 1967,,,,,,False
395,Jean-Christophe Lagarde,24 octobre 1967,,,,,,False
396,Marc Joulaud,3 septembre 1967,,,,,,False
397,Michèle Crouzet,31 août 1967,,,,,,False
398,Pascal Lavergne,28 août 1967,,,,,,False
399,Patricia Mirallès,22 août 1967,,,,,,False
400,Pierre Vatin,21 août 1967,,,,,,False
401,Jean Jacques Vlody,19 août 1967,,,,,,False
402,Aude Luquet,18 août 1967,,,,,,False
403,Paul-André Colombani,17 août 1967,,,,,,False
404,Isabelle Florennes,2 août 1967,,,,,,False
405,Jean-Michel Mis,28 juillet 1967,,,,,,False
406,Benoit Potterie,23 juillet 1967,,,,,,False
407,François André,19 juillet 1967,,,,,,False
408,Valérie Pecresse,14 juillet 1967,,,,,,False
409,Claire Mallejac,8 juillet 1967,,,,,,False
410,Benoît Hamon,26 juin 1967,,,,,,False
411,Jean-Hugues Ratenon,25 juin 1967,,,,,,False
412,Guillaume Vuilletet,20 juin 1967,,,,,,False
413,Jean-Jacques Ferrara,16 juin 1967,,,,,,False
414,Valérie Corre,17 mai 1967,,,,,,False
415,Jean-David Ciot,1er mai 1967,,,,,,False
416,Ericka Bareigts,16 avril 1967,,,,,,False
417,Frédéric Descrozaille,16 avril 1967,,,,,,False
418,Laurence Maillart-Méhaignerie,5 avril 1967,,,,,,False
419,Vincent Feltesse,4 avril 1967,,,,,,False
420,Christophe Euzet,2 avril 1967,,,,,,False
421,Philippe Bolo,25 mars 1967,,,,,,False
422,Michel Havard,24 mars 1967,,,,,,False
423,Liliana Tanguy,12 mars 1967,,,,,,False
424,Bernadette Laclais,10 mars 1967,,,,,,False
425,Buon Tan,10 mars 1967,,,,,,False
426,Olivier Gaillard,28 février 1967,,,,,,False
427,Pascal Popelin,27 février 1967,,,,,,False
428,Corinne Erhel,3 février 1967,,,,,,False
429,Bruno Questel,21 décembre 1966,,,,,,False
430,Sandrine Mazetier,16 décembre 1966,,,,,,False
431,Roland Lescure,26 novembre 1966,,,,,,False
432,Laurent Pietraszewski,19 novembre 1966,,,,,,False
433,Jérôme Chartier,14 novembre 1966,,,,,,False
434,Cécile Dumoulin,10 novembre 1966,,,,,,False
435,Philippe Gosselin,23 octobre 1966,,,,,,False
436,Éric Bothorel,20 octobre 1966,,,,,,False
437,Isabelle Le Callennec,14 octobre 1966,,,,,,False
438,Thierry Benoit,13 septembre 1966,,,,,,False
439,Frédérique Lardet,1er septembre 1966,,,,,,False
440,Pascal Cherki,1er septembre 1966,,,,,,False
441,François-Michel Lambert,24 août 1966,,,,,,False
442,Michel Larive,22 août 1966,,,,,,False
443,Christophe Sirugue,14 août 1966,,,,,,False
444,Olivier Damaisin,5 août 1966,,,,,,False
445,Anne Blanc,20 juillet 1966,,,,,,False
446,Nicolas Perruchot,9 juillet 1966,,,,,,False
447,Vincent Ledoux,21 juin 1966,,,,,,False
448,Jean-Marc Germain,12 juin 1966,,,,,,False
449,Lionel Tardy,7 juin 1966,,,,,,False
450,Pascal Thévenot,3 juin 1966,,,,,,False
451,Marie-Hélène Thoraval,3 juin 1966,,,,,,False
452,Guillaume Garot,29 mai 1966,,,,,,False
453,Philip Cordery,17 avril 1966,,,,,,False
454,Loïc Dombreval,16 avril 1966,,,,,,False
455,Victor Brial,9 avril 1966,,,,,,False
456,Rémy Rebeyrotte,27 mars 1966,,,,,,False
457,Isabelle Bruneau,26 mars 1966,,,,,,False
458,François Jolivet,21 mars 1966,,,,,,False
459,Philippe Meunier,16 mars 1966,,,,,,False
460,Jean-Carles Grelier,15 mars 1966,,,,,,False
461,Yann Galut,14 mars 1966,,,,,,False
462,Jean-Claude Flory,7 mars 1966,,,,,,False
463,Hubert Julien-Laferrière,27 février 1966,,,,,,False
464,Michel Zumkeller,21 janvier 1966,,,,,,False
465,Christophe Castaner,3 janvier 1966,,,,,,False
466,Frédéric Soulier,8 décembre 1965,,,,,,False
467,"Philippe, Lucien, Marie Morenvillier",6 décembre 1965,,,,,,False
468,Patrice Prat,28 novembre 1965,,,,,,False
469,Valérie Lacroute,29 octobre 1965,,,,,,False
470,Florence Provendier,28 octobre 1965,,,,,,False
471,Jean-Luc Warsmann,22 octobre 1965,,,,,,False
472,Franck Reynier,20 octobre 1965,,,,,,False
473,Jean-François Portarrieu,14 octobre 1965,,,,,,False
474,Pascale Boyer,28 septembre 1965,,,,,,False
475,Éric Ciotti,28 septembre 1965,,,,,,False
476,Laurence Gayte,25 septembre 1965,,,,,,False
477,Laurent Degallaix,11 septembre 1965,,,,,,False
478,Danièle Cazarian,31 août 1965,,,,,,False
479,Béatrice Piron,30 août 1965,,,,,,False
480,Daniel Goldberg,24 août 1965,,,,,,False
481,Laurent Baumel,13 août 1965,,,,,,False
482,Carole Bureau-Bonnard,9 août 1965,,,,,,False
483,Éric Diard,21 juillet 1965,,,,,,False
484,Didier Le Gac,19 juillet 1965,,,,,,False
485,François Baroin,21 juin 1965,,,,,,False
486,Hugues Fourage,4 juin 1965,,,,,,False
487,Laurent Furst,19 mai 1965,,,,,,False
488,Jean-Philippe Nilor,15 mai 1965,,,,,,False
489,Bertrand Sorre,8 mai 1965,,,,,,False
490,Bruno Le Roux,2 mai 1965,,,,,,False
491,Stéphane Baudu,1er mai 1965,,,,,,False
492,Xavier Bertrand,21 mars 1965,,,,,,False
493,Marie-Christine Verdier-Jouclas,19 mars 1965,,,,,,False
494,Marie Récalde,12 mars 1965,,,,,,False
495,Laure De la Raudière,12 février 1965,,,,,,False
496,Ibrahim Aboubacar,1er février 1965,,,,,,False
497,Gilles Artigues,4 janvier 1965,,,,,,False
498,Marietta Karamanli,18 décembre 1964,,,,,,False
499,Marie-France Lorho,15 décembre 1964,,,,,,False
500,Damien Meslot,11 novembre 1964,Inconnu,Inconnu,3.0,37.60164271047228, Territoire-de-Belfort,False
501,Pierre-Yves Le Borgn',4 novembre 1964,Finistère,Inconnu,,,,False
502,Christine Cloarec-Le Nabour,28 octobre 1964,Inconnu,Inconnu,0.0,, Ille-et-Vilaine,False
503,Malek Boutih,27 octobre 1964,Inconnu,Inconnu,,,,False
504,Pascal Terrasse,26 octobre 1964,Gard,Inconnu,2.0,32.19712525667351, Ardèche,False
505,Manuel Aeschlimann,22 octobre 1964,Inconnu,Inconnu,2.0,37.65639972621492, Hauts-de-Seine,False
506,David Lorion,15 octobre 1964,La,Inconnu,0.0,, La Réunion,False
507,Monique Orphé,15 octobre 1964,La,Inconnu,,,,False
508,Christine Pires Beaune,6 octobre 1964,Inconnu,Inconnu,0.0,, Puy-de-Dôme,False
509,Franck Marlin,30 septembre 1964,Loiret,Inconnu,5.0,31.11567419575633, Essonne,False
510,Béatrice Santais,17 septembre 1964,Savoie,Inconnu,,,,False
511,Sylvain Brial,16 septembre 1964,Inconnu,Inconnu,,,,False
512,Éric Straumann,17 août 1964,Haut-Rhin,Inconnu,2.0,42.83915126625599, Haut-Rhin,True
513,Luc Chatel,15 août 1964,Inconnu,Inconnu,3.0,37.842573579739906, Haute-Marne,False
514,Jean-Bernard Sempastous,5 août 1964,Hautes-Pyrénées,Inconnu,0.0,, Hautes-Pyrénées,True
515,Annick Girardin,3 août 1964,Inconnu,Inconnu,1.0,53.28678986995209, Saint-Pierre-et-Miquelon,False
516,Christophe Di Pompeo,15 juillet 1964,Nord,Inconnu,0.0,, Nord,True
517,Jérôme Rivière,8 juillet 1964,Inconnu,Inconnu,1.0,37.86447638603696, Alpes-Maritimes,False
518,Patrick Hetzel,2 juillet 1964,Moselle,Inconnu,1.0,48.3668720054757, Bas-Rhin,False
519,Emmanuelle Anthoine,2 juillet 1964,Drôme,Inconnu,0.0,, Drôme,True
520,Napole Polutele,25 juin 1964,Inconnu,Inconnu,,,,False
521,Stéphane Claireaux,23 juin 1964,Inconnu,Inconnu,0.0,, Saint-Pierre-et-Miquelon,False
522,Jean-Marie Fiévet,19 juin 1964,Deux-Sèvres,Inconnu,0.0,, Deux-Sèvres,True
523,Agnès Thill,2 juin 1964,Seine,Inconnu,0.0,, Oise,False
524,Stéphane Saint-André,21 mai 1964,Inconnu,Inconnu,,,,False
525,Eric Berdoati,9 mai 1964,Inconnu,Inconnu,1.0,46.275154004106774, Hauts-de-Seine,False
526,Jean-François Copé,5 mai 1964,Inconnu,Inconnu,4.0,31.121149897330596, Seine-et-Marne,False
527,Didier Robert,26 avril 1964,La,Inconnu,1.0,43.148528405201915, La Réunion,False
528,Sylviane Bulteau,21 avril 1964,Inconnu,Inconnu,,,,False
529,Jean-Claude Perez,31 mars 1964,Aude,Inconnu,2.0,32.76933607118412, Aude,True
530,Martine Wonner,27 mars 1964,Moselle,Inconnu,0.0,, Bas-Rhin,False
531,Dominique Potier,17 mars 1964,Meurthe,Inconnu,0.0,, Meurthe-et-Moselle,False
532,Stéphane Alaize,16 mars 1964,Isère,Drôme,1.0,32.8104038329911, Ardèche,False
533,Jean-Philippe Ardouin,5 mars 1964,Charente-Inférieure,Inconnu,0.0,, Charente-Maritime,False
534,Patrice Perrot,24 février 1964,Nièvre,Inconnu,0.0,, Nièvre,True
535,Jacques Houssin,16 février 1964,Nord,Inconnu,12.0,26.064339493497606, Nord,True
536,Jacques Houssin,16 février 1964,Nord,Inconnu,12.0,26.064339493497606, Nord,True
537,Jacques Houssin,27 juillet 1928,Nord,Inconnu,12.0,26.064339493497606, Nord,True
538,Jacques Houssin,27 juillet 1928,Nord,Inconnu,12.0,26.064339493497606, Nord,True
539,Michèle De Vaucouleurs,12 février 1964,Savoie,Inconnu,0.0,, Yvelines,False
540,Catherine Beaubatie,10 février 1964,Haute-Vienne,Inconnu,,,,False
541,Yves Censi,8 février 1964,Aveyron,Inconnu,3.0,37.87816563997262, Aveyron,True
542,Alain Leboeuf,2 février 1964,Loire-Inférieure,Inconnu,1.0,48.380561259411365, Vendée,False
543,Thierry Braillard,24 janvier 1964,Inconnu,Inconnu,,,,False
544,Philippe Bies,14 janvier 1964,Moselle,Inconnu,,,,False
545,Frédérique Massat,14 janvier 1964,Haute-Garonne,Inconnu,,,,False
546,Christophe Masse,16 novembre 1963,Inconnu,Inconnu,1.0,38.59000684462697, Bouches-du-Rhône,False
547,Philippe Chalumeau,8 novembre 1963,Charente-Inférieure,Inconnu,0.0,, Indre-et-Loire,False
548,Nadine Morano,6 novembre 1963,Meurthe,Inconnu,2.0,39.02258726899384, Meurthe-et-Moselle,False
549,Jean-Philippe Mallé,31 octobre 1963,Basses-Pyrénées,Inconnu,,,,False
550,Mireille Clapot,14 octobre 1963,Ain,Inconnu,0.0,, Drôme,False
551,Frédéric Lefebvre,14 octobre 1963,Inconnu,Inconnu,2.0,43.76454483230664, Hauts-de-Seine,False
552,Patrick Lebreton,6 septembre 1963,La,Inconnu,,,,False
553,Christophe Borgel,3 septembre 1963,Vienne,Inconnu,,,,False
554,Jean-Louis Costes,23 août 1963,Inconnu,Inconnu,1.0,49.83709787816564, Lot-et-Garonne,False
555,Sophie Auconie,19 août 1963,Inconnu,Inconnu,,,,False
556,Véronique Besse,11 août 1963,Vendée,Inconnu,3.0,41.21286789869952, Vendée,True
557,Monique Lubin,16 juillet 1963,Inconnu,Inconnu,1.0,53.68377823408624, Landes,False
558,Philippe Folliot,14 juillet 1963,Tarn,Inconnu,3.0,38.93223819301848, Tarn,True
559,Jean-Jacques Gaultier,13 juillet 1963,Vosges,Inconnu,2.0,38.93497604380561, Vosges,True
560,Gilles Lurton,6 juillet 1963,Inconnu,Inconnu,1.0,49.03764544832307, Ille-et-Vilaine,False
561,Alain Belviso,4 juillet 1963,Inconnu,Inconnu,1.0,35.474332648870636, Bouches-du-Rhône,False
562,Nicole Trisse,29 juin 1963,Moselle,Inconnu,0.0,, Moselle,True
563,Stéphane Demilly,26 juin 1963,Somme,Inconnu,3.0,38.98151950718686, Somme,True
564,Corinne Vignon,10 juin 1963,Inconnu,Inconnu,0.0,, Haute-Garonne,False
565,Bernard Cazeneuve,2 juin 1963,Oise,Inconnu,1.0,33.91649555099247, Manche,False
566,Frédérique Dumas,18 mai 1963,Seine,Inconnu,0.0,, Hauts-de-Seine,False
567,Anne Genetet,20 avril 1963,Seine,Inconnu,0.0,, Français établis hors de France,False
568,"Guy, Georges, Camille Lefrand",11 mars 1963,Calvados,Inconnu,2.0,45.19644079397673, Eure,False
569,Valérie Beauvais,8 mars 1963,Nièvre,Inconnu,0.0,, Marne,False
570,Yves Nicolin,5 mars 1963,Loire,Inconnu,5.0,29.760438056125942, Loire,True
571,Dominique David,27 février 1963,Hérault,Inconnu,0.0,, Gironde,False
572,Véronique Carrion-Bastok,19 février 1963,Seine,Inconnu,1.0,33.880903490759756, Paris,False
573,Antoine Herth,14 février 1963,Bas-Rhin,Inconnu,3.0,39.3429158110883, Bas-Rhin,True
574,Edouard Jacque,10 février 1963,Meurthe,Inconnu,1.0,38.71321013004791, Meurthe-et-Moselle,False
575,Jean-Frédéric Poisson,22 janvier 1963,Inconnu,Inconnu,3.0,44.49007529089665, Yvelines,False
576,Daniel Fasquelle,16 janvier 1963,Inconnu,Inconnu,2.0,44.42436687200548, Pas-de-Calais,False
577,Corinne Marchal-Tarnus,28 décembre 1962,Meurthe,Inconnu,1.0,41.021218343600275, Meurthe-et-Moselle,False
578,Philippe Rouault,17 décembre 1962,Inconnu,Inconnu,1.0,39.50444900752909, Ille-et-Vilaine,False
579,Vincent Descoeur,13 décembre 1962,Cantal,Inconnu,1.0,44.51745379876797, Cantal,True
580,Xavier Breton,25 novembre 1962,Vosges,Inconnu,2.0,44.56673511293634, Ain,False
581,Arnaud Montebourg,30 octobre 1962,Nièvre,Inconnu,2.0,34.18754277891855, Saône-et-Loire,False
582,François Vannson,20 octobre 1962,Vosges,Inconnu,5.0,30.2943189596167, Vosges,True
583,Michèle Tabarot,13 octobre 1962,Inconnu,Inconnu,3.0,39.68240930869268, Alpes-Maritimes,False
584,Jean-Marie Beffara,13 octobre 1962,Indre,Inconnu,1.0,49.67830253251198, Indre-et-Loire,False
585,Patrick Malavieille,10 octobre 1962,Gard,Inconnu,1.0,34.24229979466119, Gard,True
586,Sylvie Tolmont,9 octobre 1962,Sarthe,Inconnu,0.0,, Sarthe,True
587,Alain Fauré,1er octobre 1962,Ariège,Ariège,,,,False
588,Marie Tamarelle-Verhaeghe,27 septembre 1962,Seine-Inférieure,Inconnu,0.0,, Eure,False
589,Jean-Christophe Fromantin,30 août 1962,Loire-Inférieure,Inconnu,1.0,49.80698151950719, Hauts-de-Seine,False
590,Sophie Rohfritsch,27 août 1962,Isère,Inconnu,1.0,49.81519507186858, Bas-Rhin,False
591,Claude Sturni,25 août 1962,Bas-Rhin,Inconnu,1.0,49.82067077344285, Bas-Rhin,True
592,Manuel Valls,13 août 1962,Inconnu,Inconnu,2.0,39.84941820670773, Essonne,False
593,Françoise Guégot,11 août 1962,Inconnu,Inconnu,2.0,44.61327857631759, Seine-Maritime,False
594,Rodolphe Thomas,8 août 1962,Calvados,Inconnu,1.0,39.8631074606434, Calvados,True
595,Aude Bono-Vandorme,3 août 1962,Aisne,Inconnu,0.0,, Aisne,True
596,François Pupponi,31 juillet 1962,Ain,Inconnu,0.0,, Val-d'Oise,False
597,Stéphane Peu,24 juillet 1962,Basses-Pyrénées,Inconnu,0.0,, Seine-St-Denis,False
598,Linda Gourjade,13 juillet 1962,Inconnu,Inconnu,,,,False
599,Yannick Trigance,13 juillet 1962,Inconnu,Inconnu,,,,False
600,Michel Pouzol,5 juillet 1962,Inconnu,Inconnu,,,,False
601,Richard Ferrand,1er juillet 1962,Aveyron,Inconnu,0.0,, Finistère,False
602,Clotilde Valter,24 juin 1962,Inconnu,Inconnu,,,,False
603,Franck Dhersin,18 juin 1962,Inconnu,Inconnu,1.0,36.276522929500345, Nord,False
604,Anne-France Brunet,12 juin 1962,Inconnu,Inconnu,0.0,, Loire-Atlantique,False
605,Valérie Boyer,11 juin 1962,Cher,Inconnu,2.0,44.61875427789185, Bouches-du-Rhône,False
606,Sophie Primas,7 juin 1962,Inconnu,Inconnu,1.0,48.336755646817245, Yvelines,False
607,Jean-Louis Roumégas,6 juin 1962,Inconnu,Inconnu,1.0,50.039698836413415, Hérault,False
608,Denis Baupin,2 juin 1962,Manche,Inconnu,1.0,50.36824093086927, Paris,False
609,Pascale Fontenel-Personne,26 mai 1962,Sarthe,Inconnu,0.0,, Sarthe,True
610,Paul Molac,21 mai 1962,Morbihan,Inconnu,1.0,50.08350444900753, Morbihan,True
611,Florence Granjus,17 mai 1962,Inconnu,Inconnu,0.0,, Yvelines,False
612,Jimmy Pahun,15 mai 1962,Seine,Inconnu,0.0,, Morbihan,False
613,Nathalie Sarles,17 avril 1962,Drôme,Inconnu,0.0,, Loire,False
614,Jacques Maire,4 avril 1962,Inconnu,Inconnu,0.0,, Hauts-de-Seine,False
615,Marie-Anne Chapdelaine,20 mars 1962,Ardennes,Inconnu,,,,False
616,Mireille Robert,1er mars 1962,Basses-Pyrénées,Inconnu,0.0,, Aude,False
617,Fadila Khattabi,23 février 1962,Doubs,Inconnu,0.0,, Côte-d'Or,False
618,Éric Girardin,12 février 1962,Marne,Inconnu,0.0,, Marne,True
619,Bertrand Kern,4 février 1962,Inconnu,Inconnu,1.0,35.761806981519506, Seine-St-Denis,False
620,Jean-Patrick Gille,28 janvier 1962,Sarthe,Inconnu,,,,False
621,Isabelle Valentin,20 janvier 1962,Haute-Loire,Inconnu,0.0,, Haute-Loire,True
622,Patricia Lemoine,30 décembre 1961,Inconnu,Inconnu,,,,False
623,Sylvie Andrieux,15 décembre 1961,Inconnu,Inconnu,3.0,35.06091718001369, Bouches-du-Rhône,False
624,Ary Chalus,6 décembre 1961,Guadeloupe,Inconnu,,,,False
625,Philippe Baumel,14 novembre 1961,Gers,Inconnu,,,,False
626,Sandrine Mörch,13 novembre 1961,Inconnu,Inconnu,0.0,, Haute-Garonne,False
627,Louis Mussington,9 novembre 1961,Inconnu,Inconnu,1.0,50.76522929500342, Guadeloupe,False
628,Éric Jalton,16 septembre 1961,Guadeloupe,Inconnu,1.0,40.75564681724846, Guadeloupe,True
629,Franck Montaugé,14 septembre 1961,Gers,Inconnu,,,,False
630,Michel Grall,11 septembre 1961,Morbihan,Inconnu,1.0,45.609856262833674, Morbihan,True
631,"Didier, Georges Arnal",8 septembre 1961,Cantal,Inconnu,,,,False
632,Hervé Morin,17 août 1961,Eure,Inconnu,5.0,37.28678986995209, Eure,True
633,Anne-Christine Lang,10 août 1961,Landes,Inconnu,1.0,52.99110198494182, Paris,False
634,Bruno Sandras,4 août 1961,Etablissements,Inconnu,1.0,46.19849418206708, Polynésie française,False
635,Michèle Peyron,22 juillet 1961,Gard,Inconnu,0.0,, Seine-et-Marne,False
636,Bruno Nestor Azerot,22 juillet 1961,Martinique,Inconnu,2.0,50.913073237508556, Martinique,True
